Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
Duke Nukem: Zero Hour,High,Yes,27,28,Low,Good
Armorines: Project S.W.A.R.M.,High,No,12,39,Medium,Bad
NCAA March Madness 08,High,No,31,18,Low,Good
Armored Core: Nexus,Low,Yes,33,25,Low,Bad
Evolution Skateboarding,High,Yes,48,28,Medium,Good
Dora the Explorer: The Search for Pirate Pig's Treasure,High,Yes,30,23,High,Good
Muramasa: The Demon Blade,Low,Yes,35,39,Low,Bad
Yakuza: Ishin,High,Yes,27,40,High,Good
Indiana Jones and the Staff of Kings,High,Yes,13,36,High,Good
Tony Hawk: Shred,High,Yes,47,29,Low,Good
Outlaw Volleyball,High,Yes,39,15,Low,Good
Batman: Vengeance,Average,Yes,11,35,High,Bad
The Amazing Spider-Man 2 (2014),Low,No,19,12,Medium,Bad
RealSports Football,High,Yes,21,16,High,Good
Tiger Woods PGA Tour 10,Low,No,15,39,Low,Bad
SD Gundam G Generation: Cross Drive,Average,Yes,17,26,Low,Bad
Tom Clancy's Splinter Cell: Double Agent,High,No,30,27,Medium,Good
Monsters vs. Aliens,Low,No,26,21,Low,Bad
Dungeons & Dragons Heroes,Average,No,50,37,Low,Good
The Testament of Sherlock Holmes,Average,Yes,45,35,Medium,Good
Game of Thrones,High,No,15,40,High,Bad
Loving Life with Hello Kitty & Friends,High,Yes,47,12,High,Good
McGrath Vs. Pastrana Freestyle Motocross,High,No,17,33,Medium,Bad
Legaia 2: Duel Saga,High,No,24,39,High,Good
Crash Nitro Kart,Low,Yes,34,40,High,Bad
Karaoke Joysound Wii,Low,Yes,34,11,Medium,Bad
MLB 09: The Show,Average,Yes,28,34,Low,Good
Polarium,Average,No,11,26,Low,Bad
Samurai Warriors 4,Low,No,39,32,Low,Bad
F1 2014,High,Yes,34,37,Medium,Good
Classic NES Series: Bomberman,High,Yes,31,27,Low,Good
Avatar: The Last Airbender - The Burning Earth,Average,Yes,29,30,Medium,Good
Peter Jackson's King Kong: The Official Game of the Movie,High,Yes,26,20,Low,Good
Bratz Ponyz 2,High,Yes,28,36,High,Good
A.C.E.: Another Century's Episode,Average,No,20,22,High,Bad
Frogger's Journey: The Forgotten Relic,Low,No,20,29,High,Bad
X-Men vs. Street Fighter,Low,No,21,18,Medium,Bad
Army of Two: The Devil's Cartel,Average,No,22,40,Low,Good
Dora the Explorer: Game Boy Advance Video Volume 1,Average,Yes,21,11,High,Good
Oddworld: Stranger's Wrath,High,Yes,34,35,Low,Good
Sega Rally Revo,High,No,32,30,High,Good
King of Fighters: Maximum Impact,High,Yes,42,14,Medium,Good
Marvel Super Heroes vs. Street Fighter,Average,No,40,39,Medium,Good
Legendary,Low,Yes,48,15,Medium,Bad
J-League Pro Soccer Club wo Tsukurou!,High,Yes,31,18,High,Good
Daisy Fuentes Pilates,High,No,17,11,Low,Bad
Star Trek: The Game,High,No,28,32,Medium,Good
Drakan: The Ancients' Gates,High,No,39,29,High,Good
Dead or Alive Xtreme 2,Low,Yes,22,14,Medium,Bad
Petz: Crazy Monkeyz,High,Yes,31,18,Medium,Good
"SpongeBob SquarePants: Lights, Camera, Pants!",Average,No,42,35,Medium,Good
Choro Q3,Low,Yes,20,31,Medium,Bad
Tokyo Jungle,Average,Yes,34,28,Low,Good
Hunted: The Demon's Forge,High,Yes,25,18,Medium,Good
Lemony Snicket's A Series of Unfortunate Events,Low,No,34,17,Medium,Bad
Pirates of the Caribbean: Dead Man's Chest,Average,No,34,29,Medium,Good
Bionicle: Matoran Adventures,Average,No,24,13,High,Good
Armored Core: Master of Arena,High,No,40,31,High,Good
Fire Emblem: Thracia 776,Average,Yes,18,26,Low,Good
Desert Falcon,High,Yes,43,19,Low,Good
NASCAR 09,Average,No,41,10,Medium,Good
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,Average,Yes,49,25,Low,Good
A.C.E.: Another Century's Episode 3: The Final,Low,Yes,18,13,Low,Bad
ATV: Quad Power Racing,Average,No,41,27,High,Good
Mario & Sonic at the Rio 2016 Olympic Games,Average,Yes,31,29,Medium,Good
The Backyardigans,Average,No,32,21,Low,Good
Backyard NFL Football,High,Yes,48,32,High,Good
All-Star Baseball 2003,High,No,34,12,High,Good
Silent Hunter 5: Battle of the Atlantic,Average,Yes,14,22,High,Bad
MTX Mototrax,Low,Yes,38,28,High,Bad
Tomb Raider: Underworld (Others sales),Average,No,37,36,High,Good
NHL Rock the Rink,High,Yes,47,24,Low,Good
LEGO Star Wars III: The Clone Wars,High,Yes,19,18,Medium,Good
NBA ShootOut 2004,High,Yes,10,14,High,Good
TOCA Race Driver 2: Ultimate Racing Simulator,High,No,26,16,High,Good
Super Robot Taisen R,High,No,43,38,Low,Good
Castlevania: Harmony of Dissonance,Average,Yes,22,23,Low,Good
Metroid Prime Pinball,Average,No,19,19,High,Bad
Formula One 2001,High,No,31,14,High,Good
Nickelodeon Dance,High,Yes,28,34,High,Good
Doukyuusei if,Average,No,47,40,High,Good
Baldur's Gate: Dark Alliance II,Average,Yes,47,14,Medium,Good
MVP Baseball 2004,Average,Yes,14,19,Medium,Bad
Super Street Fighter II: Turbo Revival,Low,Yes,17,30,Medium,Bad
Secret Weapons Over Normandy,High,No,24,18,Low,Good
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,High,Yes,45,16,Medium,Good
NHL 08,High,Yes,34,15,Medium,Good
Kidou Senshi Gundam: Giren no Yabou,High,No,11,14,Low,Bad
Imagine: Ballet Star,Average,No,12,29,High,Bad
Teen Titans,Low,No,45,38,High,Bad
Percy Jackson and the Olympians: The Lightning Thief,Average,Yes,11,11,Medium,Bad
Spelling Challenges and more!,High,No,25,25,High,Good
Crusaders of Might and Magic,High,Yes,50,26,High,Good
Journey,High,Yes,21,34,Medium,Good
Tearaway Unfolded,High,No,30,20,Medium,Good
Star Wars The Clone Wars: Republic Heroes,High,No,33,29,Medium,Good
Bomberman Generation,High,Yes,24,11,High,Good
NASCAR 09,Average,Yes,46,17,Low,Good
Surfing H3O,High,No,23,39,High,Good
Romance of the Three Kingdoms II,Average,Yes,17,13,Medium,Bad
The Chronicles of Riddick: Assault on Dark Athena,Low,Yes,29,16,Low,Bad
Resident Evil Archives: Resident Evil Zero,High,No,18,32,Medium,Bad
Zoo Resort 3D,High,No,32,12,Medium,Good
Ice Age 2: The Meltdown,High,No,19,40,Low,Bad
The Suite Life of Zack & Cody: Tipton Trouble,High,Yes,26,10,Medium,Good
World Series of Poker,High,Yes,20,38,Low,Good
Hatsune Miku: Project Diva F 2nd,High,Yes,32,16,High,Good
Galactic Attack,High,Yes,48,36,High,Good
Power Pro Kun Pocket 2,Low,No,10,27,High,Bad
Game of Thrones,High,Yes,44,37,Medium,Good
Happy Feet,Low,No,37,18,Low,Bad
Walt Disney's The Jungle Book: Rhythm N'Groove,High,Yes,22,40,High,Good
Triple Play 2002,Low,No,42,14,High,Bad
Scrabble,Low,No,41,27,Medium,Bad
Evil Zone,High,No,35,28,Medium,Good
Spy Kids Challenger,High,Yes,33,19,Medium,Good
K-ON! Houkago Live!!,High,No,12,29,High,Bad
A. IV Evolution: A Ressha de Ikou 4,High,No,29,10,High,Good
Exhibition,Average,Yes,37,26,Low,Good
Scrabble,Low,No,35,29,Medium,Bad
Tony Hawk's Proving Ground,High,No,17,34,High,Bad
Amped 2,High,Yes,33,34,Low,Good
Blaster Master: Blasting Again,Average,Yes,32,25,Medium,Good
College Hoops 2K6,High,Yes,33,24,Low,Good
Cartoon Network Collection: Game Boy Advance Video Volume 1,High,Yes,20,12,Medium,Good
Cars,High,Yes,18,11,Medium,Good
Family Guy: Back to the Multiverse,High,No,50,14,Medium,Good
Kung Fu Panda 2,High,Yes,46,17,Low,Good
Up,High,Yes,47,23,Medium,Good
Birds of Steel,High,Yes,46,40,Medium,Good
Madagascar: Escape 2 Africa,Average,No,20,39,Medium,Bad
WipEout XL,High,Yes,45,34,Low,Good
Animal Paradise,High,No,29,23,Low,Good
The Powerpuff Girls: Chemical X-Traction,Average,Yes,48,18,High,Good
NHL 08,High,No,15,23,High,Bad
Dynasty Warriors 6 (JP sales),High,No,18,15,High,Bad
Just Dance Kids 2,High,Yes,40,13,Low,Good
FIFA 14,Average,Yes,34,27,Medium,Good
Men of Valor,High,Yes,39,13,Low,Good
Bomberman Tournament,Low,No,34,33,Low,Bad
Medal of Honor European Assault,Average,No,25,22,High,Good
Spider-Man: Web of Shadows,High,No,27,17,High,Good
Billy Hatcher and the Giant Egg,Average,No,48,17,High,Good
Midway's Greatest Arcade Hits,Average,Yes,24,33,Medium,Good
SpongeBob's Truth or Square (US sales),Average,Yes,43,33,Medium,Good
Final Fantasy II,Low,No,28,17,High,Bad
WipEout Fusion,High,Yes,22,38,Low,Good
Spider-Man: Edge of Time,High,Yes,47,11,Medium,Good
UEFA Euro 2008 Austria-Switzerland,Low,No,43,11,Low,Bad
Marie no Atelier: Salburg no Renkinjutsushi,Low,No,13,17,High,Bad
The Outfit,High,Yes,43,37,High,Good
Golden Nugget Casino,Low,No,42,19,Low,Bad
NHL 06,High,Yes,42,28,High,Good
Atari Anthology,High,Yes,41,38,Medium,Good
Ultimate Fighting Championship,High,No,36,11,Low,Good
XIII,High,Yes,28,40,High,Good
MotoGP '07,High,No,47,37,Low,Good
Samurai Shodown II,Low,No,24,38,High,Bad
Mortal Kombat: Armageddon,Average,Yes,10,28,Low,Bad
Don King Presents: Prizefighter,High,Yes,11,29,Medium,Good
Hybrid Heaven,High,Yes,44,28,Medium,Good
NBA Showtime: NBA on NBC,Low,No,22,24,Low,Bad
Fox Sports College Hoops '99,High,Yes,12,32,Medium,Good
Wheel of Fortune,Average,Yes,23,17,Medium,Good
MRC: Multi-Racing Championship,High,No,21,35,Medium,Good
F1 Pole Position 64,High,Yes,31,32,High,Good
Gex 64: Enter the Gecko,High,Yes,23,39,Medium,Good
Wayne Gretzky's 3D Hockey '98,High,Yes,41,18,Low,Good
NBA Courtside 2 featuring Kobe Bryant,High,No,37,26,High,Good
J Stars Victory Vs.,Average,Yes,17,38,High,Good
U-Sing: Girls Night,High,Yes,48,15,Medium,Good
The Mummy: Tomb of the Dragon Emperor,Average,No,10,35,Medium,Bad
Def Jam Vendetta,Low,No,36,14,Medium,Bad
Scooby-Doo! Unmasked,High,No,11,15,High,Bad
Penny Racers,High,No,18,13,High,Bad
The Sims 2,High,No,39,21,Medium,Good
Caesars Palace II,High,Yes,34,10,High,Good
Final Fantasy Type-0,High,Yes,36,17,Medium,Good
World Series Baseball 2K3,High,Yes,24,21,Medium,Good
Freshly-Picked: Tingle's Rosy Rupeeland,Average,No,50,33,Low,Good
Pro Yakyuu Team o Tsukurou!,High,No,21,36,High,Good
L.A. Noire: The Complete Edition,Average,No,16,21,Medium,Bad
Sentimental Graffiti,High,No,17,10,High,Bad
Hitman: Absolution,High,Yes,39,27,Low,Good
Bolt,Average,No,31,29,High,Good
Marvel: Ultimate Alliance 2,Average,No,11,26,High,Bad
The Legend of Legacy,High,Yes,23,26,High,Good
Disgaea 2: Dark Hero Days,High,Yes,36,34,Medium,Good
Devil Kings,High,Yes,25,28,Low,Good
Ultimate Band,Average,Yes,11,39,Medium,Bad
NBA Jam Tournament Edition,Low,No,39,26,High,Bad
Far Cry Instincts Predator,Average,Yes,28,21,Medium,Good
Medabots AX: Metabee,High,No,37,22,Low,Good
Tennis no Oji-Sama: Genius Boys Academy,Low,No,30,17,Low,Bad
X-Men: Destiny,Average,No,23,32,Low,Good
Shadow Man,High,No,12,31,High,Bad
X-Men Origins: Wolverine,Average,Yes,13,36,Low,Bad
Netsu Chu! Pro Yakyuu 2002,High,No,10,21,Low,Bad
Ninja Gaiden 3,Average,No,24,15,Low,Good
Ben 10 Ultimate Alien: Cosmic Destruction,Average,Yes,27,34,Low,Good
Yakuza Zero: The Place of Oath,Average,No,37,33,Medium,Good
Prince of Persia: The Forgotten Sands,Average,Yes,38,31,Low,Good
Dynasty Warriors 6,High,Yes,48,39,Low,Good
Imagine: Zookeeper,High,No,34,27,Medium,Good
Porky's,Average,Yes,27,27,High,Good
America's Army: Rise of a Soldier,Average,Yes,14,22,Medium,Bad
Grandia,High,No,25,10,Low,Good
TV Superstars,High,Yes,31,33,Medium,Good
Armored Core 4,Average,No,13,18,High,Bad
F1 2000,Average,No,45,13,High,Good
Littlest Pet Shop: Country Friends,Low,Yes,15,25,Medium,Bad
Dood's Big Adventure,High,No,12,18,Low,Bad
Pirates of the Caribbean: The Legend of Jack Sparrow,High,Yes,50,22,Low,Good
We Love Golf!,Average,Yes,13,23,Medium,Bad
WRC: World Rally Championship,Average,Yes,26,37,Low,Good
"Ed, Edd n Eddy: The Mis-Edventures",High,No,44,39,Low,Good
Cars: Mater-National Championship,Average,No,10,15,High,Bad
Dreamworks Madagascar Kartz,High,Yes,14,18,Low,Good
Harry Potter and the Order of the Phoenix,High,Yes,13,31,High,Good
Anno 2205,High,No,11,30,Low,Bad
Dune 2000,High,Yes,19,12,Medium,Good
Cradle of Rome,Average,No,27,40,Medium,Good
Monster Hunter G,High,Yes,26,14,Low,Good
Fuel,Average,No,32,37,Medium,Good
Hasbro Family Game Night 3,Average,Yes,21,33,High,Good
Pro Evolution Soccer 2014,Average,Yes,15,16,Low,Bad
Project Overkill,Low,No,25,26,Medium,Bad
Jumping Flash! 2,High,No,23,31,Medium,Good
Nickelodeon Party Blast,Low,No,10,27,Low,Bad
SBK Superbike World Championship,High,Yes,10,30,Low,Good
Final Fantasy XI: Chains of Promathia,Average,Yes,16,16,High,Bad
Choro Q2,High,Yes,47,12,High,Good
Disney's A Christmas Carol,High,Yes,46,38,Medium,Good
Butt Ugly Martians: B.K.M. Battles,High,No,39,16,High,Good
Major League Baseball 2K7,Low,Yes,25,35,Low,Bad
X-Men Legends II: Rise of Apocalypse,Average,No,45,34,High,Good
Sorry! / Aggravation / Scrabble Junior,Average,No,35,26,Low,Good
Driver '76,High,No,10,26,Low,Bad
Turning Point: Fall of Liberty,High,Yes,16,32,Low,Good
NBA Courtside 2002,High,Yes,43,37,High,Good
How to Train Your Dragon 2,High,Yes,18,19,Medium,Good
The Adventures of Tintin: The Game,High,No,22,17,Medium,Good
Classic NES Series: Excitebike,Low,Yes,32,19,Medium,Bad
Classic NES Series: Xevious,Low,No,15,17,Low,Bad
Avatar: The Last Airbender - Into the Inferno,Low,Yes,10,20,High,Bad
Disney's Planes,High,Yes,46,15,Low,Good
Dora the Explorer: Journey to the Purple Planet,Average,No,27,18,High,Good
Tales of Hearts,High,Yes,13,14,High,Good
Digimon World: Data Squad,Low,No,43,39,Medium,Bad
Dynasty Warriors 7,Average,No,36,38,Low,Good
Catz,Average,No,50,39,Low,Good
Jikkyou Powerful Pro Yakyuu 2001,High,Yes,10,36,Low,Good
Transformers: War for Cybertron (DS Version),High,No,19,15,Medium,Bad
Mega Man X Collection,Average,Yes,47,13,Low,Good
Trials Fusion,High,Yes,46,28,Low,Good
LEGO Ninjago: Shadow of Ronin,High,Yes,45,19,High,Good
Avalon Code,Average,Yes,33,31,Low,Good
That's So Raven: Psychic on the Scene,High,No,23,26,High,Good
Monster Jam: Path of Destruction,High,No,41,25,Medium,Good
Tongari Boushi to Oshare na Mahou Tsukai,High,Yes,32,38,High,Good
Panzer General,High,No,49,37,High,Good
Broken Sword: Shadow of the Templars - The Director's Cut,High,No,30,17,Low,Good
Gallop Racer (JP),High,No,34,39,Medium,Good
Spawn the Eternal,Low,No,23,12,Low,Bad
MLB,Average,No,43,20,Low,Good
Army Men: Sarge's Heroes 2,High,No,34,37,Medium,Good
Command & Conquer 3: Kane's Wrath,Average,Yes,34,29,Medium,Good
Dreamcast Collection,High,No,27,16,Low,Good
Madden NFL 13,Average,Yes,23,25,Low,Good
Corpse Party: Blood Drive,High,Yes,43,26,High,Good
Homefront,High,No,26,40,Low,Good
Disney Stitch Jam,High,No,16,19,High,Bad
Bakugan: Battle Brawlers,High,Yes,37,32,Low,Good
Britney's Dance Beat,Low,No,16,19,Medium,Bad
Guitar Freaks,Average,No,45,16,Low,Good
World Soccer Winning Eleven 7,High,No,32,24,Medium,Good
Ace Combat: Assault Horizon Legacy,High,No,41,40,Low,Good
Cabela's Outdoor Adventures (2009),High,Yes,13,16,Medium,Good
SRS: Street Racing Syndicate,High,Yes,13,12,Medium,Good
Namco Tennis Smash Court,Average,Yes,34,13,Low,Good
Vexx,Low,Yes,45,26,Medium,Bad
The Incredible Hulk,Low,No,37,27,Low,Bad
BioShock 2,High,No,10,12,Medium,Bad
Marvel vs. Capcom Origins,High,No,41,13,Medium,Good
Pro Yaky? Spirits 2011,High,No,21,16,Medium,Good
Imagine: Teacher Class Trip,High,Yes,47,38,Low,Good
TimeSplitters: Future Perfect,Low,No,24,10,Medium,Bad
Final Fantasy Fables: Chocobo Tales,High,No,10,11,Medium,Bad
Harvest Moon: Magical Melody,High,Yes,23,33,High,Good
Genma Onimusha,High,No,40,29,Low,Good
DK: King of Swing,High,No,23,32,Medium,Good
K-1 Revenge,High,Yes,38,22,Medium,Good
G-Police,High,No,37,34,High,Good
Pure Futbol,High,Yes,22,13,High,Good
Spider-Man: Shattered Dimensions,High,No,28,39,High,Good
Corvette,Average,Yes,11,28,Low,Bad
Atelier Meruru: Alchemist of Arland 3,Average,Yes,13,34,Medium,Bad
AC/DC LIVE: Rock Band Track Pack,Low,No,40,20,Medium,Bad
Deca Sports 3,High,No,49,16,High,Good
Harry Potter and the Goblet of Fire,High,Yes,15,15,Low,Good
Midway Arcade Treasures: Extended Play,Average,No,35,29,High,Good
F1 2015,Average,Yes,44,40,Medium,Good
Skylanders SWAP Force,Low,Yes,14,31,Medium,Bad
Bass Pro Shops: The Hunt,Low,No,35,24,High,Bad
"What Did I Do to Deserve This, My Lord!? 2",Average,No,21,10,Medium,Good
Boogie SuperStar,High,Yes,18,17,Medium,Good
Burnout 2: Point of Impact,Average,No,26,13,Medium,Good
Rock Band Track Pack Volume 1,High,No,27,13,High,Good
Singularity,Average,No,29,33,Medium,Good
Super Monkey Ball Deluxe,High,Yes,13,13,High,Good
Street Fighter X Tekken,Low,Yes,34,34,Low,Bad
Kill.Switch,Average,No,44,26,Medium,Good
Ben 10 Ultimate Alien: Cosmic Destruction,Low,Yes,15,11,High,Bad
Metro 2033,Average,No,13,33,Medium,Bad
Peter Jackson's King Kong: The Official Game of the Movie,High,Yes,14,19,Medium,Good
Stella Glow,Average,Yes,45,20,Low,Good
Dancing With The Stars,Low,Yes,36,37,Medium,Bad
Summon Night 3,Low,No,49,20,Low,Bad
Pro Yaky? Spirits 2010,High,Yes,27,22,Medium,Good
The Simpsons: Road Rage,High,Yes,17,16,High,Good
Megamind: Mega Team Unite,Average,No,20,12,Low,Bad
PDC World Championship Darts 2008,High,No,50,18,Low,Good
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,High,Yes,16,32,Medium,Good
Azurik: Rise of Perathia,High,Yes,17,39,Low,Good
Luminous Arc,High,No,34,12,Medium,Good
All Grown Up!: Game Boy Advance Video Volume 1,Low,Yes,31,36,High,Bad
The Lord of the Rings: Aragorn's Quest,Average,Yes,41,36,High,Good
Dragon Ball Z: Sagas,High,Yes,43,28,Medium,Good
Paws & Claws: Pet Resort,High,No,19,16,High,Bad
Grand Slam Tennis 2,High,No,11,38,Medium,Bad
Sakura Wars: Atsuki Chishio Ni,High,No,10,28,Medium,Bad
Ms. Pac-Man: Maze Madness / Pac-Man World,High,No,42,10,Medium,Good
NHRA Championship Drag Racing,Average,Yes,10,18,Medium,Bad
The Price is Right 2010 Edition,High,No,49,39,Medium,Good
Monster Jam,Low,No,18,13,Low,Bad
Valhalla Knights,High,No,20,30,Low,Bad
Harvest Moon: Another Wonderful Life,High,No,50,28,Low,Good
NBA Live 10,Low,Yes,18,39,Medium,Bad
The Godfather (US & Others sales),High,No,34,17,Medium,Good
Jikkyou Powerful Pro Yakyuu 15,High,Yes,22,34,Low,Good
MX vs. ATV Reflex,Low,Yes,34,22,Medium,Bad
Bakugan: Battle Brawlers,Average,No,20,10,Low,Bad
Front Line,High,Yes,37,12,High,Good
Paperboy,High,No,13,22,High,Bad
South Park: Chef's Luv Shack,Average,No,48,23,Low,Good
Midway's Greatest Arcade Hits Volume 1,Average,No,21,32,Low,Good
Road Rash 64,Low,No,35,23,Medium,Bad
Ready 2 Rumble Boxing: Round 2,High,No,22,17,High,Good
Army Men: Air Combat,Average,Yes,14,12,Medium,Bad
Rock Band Track Pack Volume 2,High,No,40,31,High,Good
NCAA College Basketball 2K3,Average,No,44,36,High,Good
Mobile Suit Gundam Battlefield Record U.C.0081,High,Yes,16,19,Low,Good
Harry Potter and the Deathly Hallows - Part 2,High,Yes,25,12,Low,Good
NCAA March Madness 2004,Average,No,39,18,Low,Good
Lucky Luke,High,No,15,24,Medium,Bad
Fantastic 4,Low,No,42,22,Low,Bad
Ashes Cricket 2009,High,No,29,12,Low,Good
Ghost Rider,Low,Yes,30,36,High,Bad
Tony Hawk's American Sk8land,Average,No,26,28,Low,Good
Juiced 2: Hot Import Nights,High,Yes,25,28,Low,Good
Are You Smarter than a 5th Grader? Game Time,Low,No,50,38,Low,Bad
Amazing Adventures: The Forgotten Ruins,High,No,36,33,Low,Good
Densetsu no Stafi 3,Average,Yes,19,37,Low,Bad
Forsaken,Average,No,27,11,Low,Good
Ratchet & Clank: Going Commando (JP weekly sales),High,No,12,18,Low,Bad
Pictionary: Ultimate Edition,High,No,27,38,Low,Good
LEGO The Hobbit,Average,Yes,29,27,Low,Good
Samurai Warriors 4,High,Yes,35,30,Medium,Good
The Hobbit,High,Yes,33,38,Low,Good
Dance Dance Revolution: Disney Channel Edition,High,No,17,33,Medium,Bad
DiRT Showdown,Low,No,39,36,Low,Bad
Divinity II: Ego Draconis,High,Yes,34,34,Low,Good
Checkers,High,No,48,30,Medium,Good
Front Mission: Gun Hazard,High,No,30,19,Low,Good
X-Men: Destiny,High,No,17,11,High,Bad
Hello Kitty Seasons,High,No,25,10,High,Good
Chibi-Robo! Zip Lash,Average,Yes,31,29,High,Good
4x4 EVO 2,Average,No,44,25,Medium,Good
XS Airboat Racing,High,Yes,26,37,Low,Good
Lunar: Silver Star Harmony,Low,Yes,10,23,Medium,Bad
Sherlock Holmes and the Mystery of Osborne House,High,Yes,24,20,Low,Good
Grand Theft Auto,High,Yes,46,17,Low,Good
Dora the Explorer: Super Star Adventures,Low,No,38,30,High,Bad
Viva Pinata: Party Animals,Average,No,11,12,Low,Bad
Scrabble (Others sales),High,No,19,11,Low,Bad
Asura's Wrath,Average,Yes,47,39,Medium,Good
Lego Star Wars: The Force Awakens,High,Yes,24,20,Medium,Good
Dynasty Warriors 6 Empires,High,Yes,41,31,High,Good
My Street,High,No,44,10,High,Good
Wild 9,High,No,22,38,High,Good
Shadow Hearts: Covenant,High,No,12,24,High,Bad
Tiger Woods PGA Tour 10,Average,No,19,20,Medium,Bad
Shrek's Carnival Craze Party Games,High,Yes,12,40,Low,Good
Angry Birds,Average,No,29,18,Low,Good
Risen 2: Dark Waters,Average,Yes,32,24,Low,Good
Danganronpa: Trigger Happy Havoc,High,Yes,45,35,High,Good
Guitar Hero Live,High,Yes,11,12,Medium,Good
Game & Wario,High,No,15,38,High,Bad
PGA Tour 96,Low,No,49,10,High,Bad
Onechanbara Z2: Chaos,High,No,31,30,High,Good
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,Low,Yes,11,27,Low,Bad
Covert Ops: Nuclear Dawn,High,No,37,25,Low,Good
DanceDanceRevolution II,High,No,12,13,Medium,Bad
Pictionary: Ultimate Edition,High,No,38,13,High,Good
LEGO Harry Potter: Years 5-7,High,Yes,40,37,Medium,Good
TrackMania: Build to Race,Average,Yes,18,11,High,Bad
Nintendo Presents: Crossword Collection,Average,No,33,10,Medium,Good
Galaga: Destination Earth,Average,Yes,24,30,High,Good
G.I. Joe: The Rise of Cobra,Average,Yes,27,23,Low,Good
Ar tonelico Qoga: Knell of Ar Ciel,Average,No,45,37,Medium,Good
FIFA World Cup Germany 2006,High,Yes,13,26,High,Good
Polly Pocket: Super Splash Island,High,No,16,36,High,Bad
God Eater 2,High,No,16,26,High,Bad
Tony Hawk's Downhill Jam,High,No,44,39,Low,Good
Sesame Street: Elmo's Number Journey,High,No,11,37,Low,Bad
Rampage,High,Yes,29,12,Low,Good
Dark Cavern,High,Yes,45,21,Low,Good
Jewels of the Tropical Lost Island,High,No,39,40,Low,Good
Afro Samurai,High,No,26,26,Low,Good
The Bureau: XCOM Declassified,High,Yes,29,21,High,Good
Sands of Destruction,High,Yes,20,33,High,Good
NASCAR 2011: The Game,Average,Yes,30,19,Medium,Good
Silent Hill: Book of Memories,High,Yes,42,23,Low,Good
Lunar Knights,High,No,46,23,High,Good
The Walking Dead: Season Two,High,Yes,33,16,High,Good
Epic Mickey 2: The Power of Two,Average,No,19,11,Low,Bad
DC Universe Online,Average,Yes,19,33,High,Bad
NASCAR 08,Average,No,46,22,Medium,Good
Madagascar: Escape 2 Africa,Average,No,41,16,Medium,Good
New Carnival Games,Average,Yes,45,40,High,Good
Need For Speed: Undercover,Average,Yes,12,23,Low,Bad
LEGO Marvel's Avengers,High,No,27,28,High,Good
Naruto: Path of the Ninja 2,Average,No,44,33,High,Good
Wallace & Gromit in Project Zoo,Low,No,39,17,Medium,Bad
Karaoke Revolution Volume 2,Low,Yes,26,19,High,Bad
Wizards of Waverly Place: Spellbound,Average,Yes,14,18,Low,Bad
Love Plus +,High,No,24,18,Low,Good
Etrian Mystery Dungeon,Average,No,11,12,Medium,Bad
Mobile Suit Gundam: Climax U.C.,Average,Yes,35,18,Medium,Good
Street Fighter EX2 Plus,High,Yes,16,25,High,Good
The Smurfs 2,Average,Yes,37,32,Medium,Good
Big Family Games,Average,No,30,29,Low,Good
Big Beach Sports 2,Average,Yes,22,10,High,Good
Hot Wheels: Beat That!,High,Yes,18,36,Medium,Good
Jet X20,Low,Yes,10,20,High,Bad
Super Robot Taisen D,Average,Yes,45,26,Medium,Good
NASCAR Thunder 2004,High,No,35,26,Low,Good
Buffy the Vampire Slayer,High,Yes,39,11,High,Good
LEGO Marvel's Avengers,High,Yes,21,31,Low,Good
Star Wars: The Force Unleashed II,High,Yes,42,20,Medium,Good
Harry Potter and the Goblet of Fire,Low,No,13,28,High,Bad
Zumba Fitness: World Party,High,Yes,43,18,Low,Good
Saint Seiya: Sanctuary Battle,High,Yes,23,40,High,Good
Girls Mode 3: Kirakira Code,High,Yes,48,40,Medium,Good
Meteos,High,No,34,39,Medium,Good
Virtua Tennis 4,High,No,32,17,High,Good
Kung Fu Panda 2,High,Yes,26,14,Medium,Good
Cross Edge,High,No,37,14,Low,Good
Hotel for Dogs,High,Yes,20,23,High,Good
Cabela's Big Game Hunter 2012,Average,Yes,43,21,Low,Good
Pro Yakyuu Team o Tsukurou!,Average,Yes,25,18,High,Good
Me & My Katamari,Low,No,50,35,High,Bad
Asphalt: Injection,High,Yes,47,40,Medium,Good
Total War: Attila,High,Yes,32,12,Medium,Good
SSX On Tour,High,No,38,30,Low,Good
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Average,No,12,34,High,Bad
World Series Baseball,Low,Yes,37,38,High,Bad
SingStar Pop Edition,Average,Yes,44,20,Low,Good
Test Drive: Eve of Destruction,Average,No,47,37,High,Good
Starsky & Hutch,High,No,46,17,Low,Good
Dynasty Warriors: Gundam Reborn,Average,No,33,20,High,Good
Hatsune Miku: Project Diva f,Low,Yes,10,20,Medium,Bad
The Club,High,No,24,37,High,Good
Carnival Island,Low,No,50,12,Medium,Bad
Jeremy McGrath Supercross World,High,Yes,15,31,Low,Good
M&M's Kart Racing,High,Yes,23,38,Medium,Good
