Title,Rating,Popular,SalesPerWeek,Price,ReqSpec,Overall
SpongeBob's Surf & Skate Roadtrip,High,No,11,24,Medium,Bad
Destruction Derby Arenas,Average,Yes,48,20,High,Good
Cabela's Dangerous Hunts 2009,Low,Yes,15,37,Low,Bad
The Unholy War,Average,Yes,21,25,Medium,Good
Chuck E. Cheese's Game Room,High,Yes,50,29,Medium,Good
Wantame Music Channel: Doko Demo Style,High,No,16,28,Low,Bad
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,High,Yes,23,17,Medium,Good
Shaman King: Power of Spirit,Low,Yes,27,30,Medium,Bad
Eat Lead: The Return of Matt Hazard,High,No,13,35,High,Bad
Attack on Titan (KOEI),Average,Yes,26,26,Low,Good
Soccer Tsuku DS: World Challenge 2010,High,No,50,12,High,Good
Family Fortunes,Low,Yes,48,16,Low,Bad
Megamind: The Blue Defender,Average,No,48,27,High,Good
Contra III: The Alien Wars,High,No,50,34,Medium,Good
Dead to Rights: Reckoning,Low,Yes,26,17,Medium,Bad
The BIGS 2,High,No,47,18,Medium,Good
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,High,No,35,25,Medium,Good
Amagami,High,Yes,25,25,High,Good
Diablo II,Low,No,11,39,Low,Bad
How to Train Your Dragon 2,High,Yes,40,34,Low,Good
NBA 08,Average,No,23,31,Low,Good
The Smurfs 2,High,No,44,35,High,Good
NeverDead,Low,Yes,26,38,Medium,Bad
No Fear Downhill Mountain Biking,Average,No,36,39,Medium,Good
Fire ProWrestling,High,Yes,40,30,Low,Good
Eternal Poison (JP sales),High,Yes,47,23,High,Good
Mission: Impossible - Operation Surma,High,Yes,20,10,High,Good
Naruto Shippuden: Kizuna Drive,Average,Yes,19,24,Medium,Bad
The IdolM@ster: One for All,Low,Yes,18,36,High,Bad
MX 2002 Featuring Ricky Carmichael,High,No,44,33,High,Good
Indianapolis 500 Legends,Average,No,32,26,Low,Good
Romance of the Three Kingdoms IV: Wall of Fire,High,Yes,21,31,Medium,Good
Illusion of Gaia,High,Yes,45,34,Low,Good
Steel Battalion: Heavy Armor,High,No,30,40,Medium,Good
Academy of Champions: Soccer,High,No,22,35,Medium,Good
Mega Man Anniversary Collection,High,No,17,31,Medium,Bad
Disney Princess: Enchanting Storybooks,High,Yes,50,16,Low,Good
Sally's Salon,Average,No,16,10,Medium,Bad
The Oregon Trail,High,No,14,19,High,Bad
Disruptor,High,No,43,12,Medium,Good
NBA Ballers: Chosen One,High,Yes,19,24,Low,Good
Lovely Lisa and Friends,High,No,45,22,High,Good
Hasbro Family Fun Pack,High,No,43,20,Medium,Good
Shrek Smash n' Crash Racing,Low,No,34,16,Medium,Bad
Under Night In-Birth,Low,No,22,25,High,Bad
Drakengard 2,Average,Yes,25,22,Medium,Good
Street Fighter IV,Average,Yes,41,14,Low,Good
Grand Knights History,Average,Yes,47,25,Medium,Good
Harvest Moon DS (jp sales),High,No,22,15,Medium,Good
Summon Night: Twin Age,High,No,50,32,Medium,Good
Sin and Punishment,High,No,47,29,Low,Good
NBA Jam 2000,Low,Yes,26,17,Low,Bad
Castlevania: Legacy of Darkness,High,No,16,23,Medium,Bad
Just Dance: Disney Party,High,Yes,42,29,High,Good
Cabela's Alaskan Adventure,Average,No,36,19,Low,Good
Rango: The Video Game,Average,No,14,25,High,Bad
Shrek Super Party,Average,Yes,18,20,Medium,Bad
Sonic Riders,High,No,17,10,High,Bad
Shimano Xtreme Fishing,Low,No,15,33,High,Bad
The History Channel: Great Battles - Medieval,High,Yes,45,24,Medium,Good
TRON: Evolution,High,No,17,29,Medium,Bad
Rally Fusion: Race of Champions,High,Yes,41,11,Medium,Good
Barbie and the Three Musketeers,Average,No,10,10,Medium,Bad
Secret Agent Clank,Average,Yes,14,39,Low,Bad
The House of the Dead,Average,No,16,37,High,Bad
DreamWorks Super Star Kartz,Average,No,49,37,Medium,Good
RealSports Volleyball,Low,No,11,28,High,Bad
Heroes of the Pacific,High,Yes,36,25,Medium,Good
Smart Boy's Gameroom,High,Yes,24,14,High,Good
NightCaster,Average,No,13,12,Medium,Bad
RollerCoaster Tycoon,High,No,37,14,Low,Good
FIFA World Cup Germany 2006,Average,Yes,31,23,Low,Good
Hitman 2: Silent Assassin,High,Yes,45,18,Low,Good
MLB 13: The Show,Average,Yes,24,10,Low,Good
Nicktoons: MLB,Average,Yes,42,31,High,Good
Digimon Racing,Average,No,30,30,Low,Good
Ape Escape 3,High,Yes,30,24,Low,Good
Green Lantern: Rise of the Manhunters,Average,Yes,28,34,Low,Good
"Crouching Tiger, Hidden Dragon",High,Yes,29,26,Low,Good
Last Bronx,High,No,25,28,Low,Good
Iridion II,High,No,25,30,Medium,Good
Momotaro Douchuuki,High,No,46,39,Low,Good
Brothers: A Tale of Two Sons,High,Yes,42,35,Medium,Good
Tom Clancy's Splinter Cell: Double Agent,High,No,14,30,Low,Bad
Whiplash,Low,Yes,15,24,Low,Bad
BlazBlue: Continuum Shift II,Average,No,23,39,High,Good
Backyard Sports Football: Rookie Rush,High,Yes,24,32,High,Good
Warcraft III: Reign of Chaos,Average,Yes,17,19,High,Bad
Farming Simulator 2011,High,Yes,14,28,High,Good
Margot's Word Brain,Low,Yes,41,24,Low,Bad
Spider-Man: Battle for New York,High,Yes,36,24,Low,Good
Imagine: Fashion Designer,Average,Yes,46,37,High,Good
Pop'n Music Portable,Average,Yes,39,17,High,Good
Nintendo Puzzle Collection,High,No,46,35,Low,Good
Borderlands: Double Game Add-On Pack,Low,No,44,14,High,Bad
Otogi: Myth of Demons,Average,No,34,34,High,Good
The Price is Right 2010 Edition,High,No,18,21,High,Bad
Army Men: Soldiers of Misfortune,High,No,36,22,High,Good
Alter Echo,High,Yes,32,30,Medium,Good
Walt Disney Pictures Presents: The Wild,High,Yes,14,35,Low,Good
Puzzle de Harvest Moon,Low,No,49,10,Low,Bad
Reader Rabbit Kindergarten,High,No,37,33,Low,Good
Onechanbara: Bikini Samurai Squad,Low,Yes,11,18,High,Bad
Metal Max 3,Average,No,19,11,High,Bad
Rock Band Track Pack Volume 1,Average,No,35,28,Low,Good
Puyo Puyo!! 20th Anniversary,Average,No,45,20,High,Good
Hour of Victory,High,No,45,28,Low,Good
Namco Soccer Prime Goal,Low,No,47,40,High,Bad
NBA 08,Average,Yes,45,21,Medium,Good
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Low,Yes,19,39,Medium,Bad
Monster Hunter Frontier Online,Low,Yes,32,27,Medium,Bad
Green Lantern: Rise of the Manhunters,Low,Yes,31,12,Low,Bad
Shin Megami Tensei: Digital Devil Saga,Average,No,31,22,Medium,Good
7 Wonders of the Ancient World,Average,No,45,14,Low,Good
Backyard Baseball '09,High,No,19,22,High,Bad
Puppies 3D,High,No,48,37,Medium,Good
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Low,No,41,19,Low,Bad
Mystic Ark,High,No,11,35,Medium,Bad
Just Cause 2,Average,No,42,31,High,Good
Ty the Tasmanian Tiger 2: Bush Rescue,High,Yes,12,31,High,Good
Venetica,Average,Yes,40,33,Medium,Good
Teenage Mutant Ninja Turtles 2: Battle Nexus,High,Yes,33,27,Low,Good
LEGO Racers 2,High,No,10,31,High,Bad
Backyard Baseball,Average,No,27,22,Low,Good
Transformers: War for Cybertron -- Decepticons,High,No,24,37,High,Good
Overlord: Raising Hell,High,Yes,48,31,Medium,Good
Sega GT,High,Yes,44,39,High,Good
Fuse (Insomniac),High,No,37,34,Medium,Good
Cabela's Dangerous Hunts 2009,High,Yes,42,38,Low,Good
Legends of Wrestling,Average,No,33,13,Low,Good
Space Bust-A-Move,Average,Yes,19,38,High,Bad
Legend of the Guardians: The Owls of Ga'Hoole,Low,Yes,14,40,Medium,Bad
Gunstar Heroes,High,Yes,14,33,High,Good
All-Star Baseball 2004,Low,No,39,21,Low,Bad
Tamagotchi no Pichi Pichi Omisecchi,High,No,28,24,Low,Good
Shining Wind,High,No,37,24,High,Good
Brothers in Arms: Double Time,High,No,25,25,High,Good
Portal Runner,High,Yes,14,13,High,Good
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,High,Yes,26,19,High,Good
Pro Evolution Soccer 2016,High,No,21,20,Low,Good
Batman: Arkham Knight,High,Yes,50,16,Low,Good
Warriors Orochi 2,Low,Yes,35,29,High,Bad
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,High,Yes,12,12,Medium,Good
Need for Speed: ProStreet,Average,Yes,44,20,Medium,Good
Assault: Retribution,High,Yes,48,30,Medium,Good
Sengoku Basara 3 Utage,High,No,35,18,Medium,Good
Spartan: Total Warrior,High,Yes,26,19,High,Good
Gravity Rush Remastered,High,Yes,48,32,Low,Good
Rock Band Track Pack Volume 2,High,Yes,35,32,High,Good
City Crisis,High,Yes,34,33,Medium,Good
Zapper: One Wicked Cricket!,High,No,45,29,Low,Good
Star Wars: Clone Wars,High,No,31,35,Low,Good
Assassination Classroom: Grand Siege on Kuro-sensei,High,No,47,28,Medium,Good
Dynasty Warriors 5 Empires,Average,Yes,33,36,Low,Good
High Rollers Casino,High,Yes,27,12,Medium,Good
Advent Rising,High,Yes,33,27,High,Good
Surf Riders,High,Yes,35,35,Low,Good
Torino 2006,High,No,26,11,Medium,Good
Nobunaga no Yabou: Ranseiki,High,No,12,34,Medium,Bad
Derby Stallion Advance,High,Yes,27,13,Low,Good
PBR: Out of the Chute,High,No,14,35,High,Bad
Monopoly Party,High,Yes,16,17,Low,Good
LEGO Batman 2: DC Super Heroes,Average,Yes,24,26,Medium,Good
Thor: God of Thunder,Low,Yes,42,29,Medium,Bad
TOCA Race Driver 2: Ultimate Racing Simulator,High,No,44,23,Low,Good
The Price is Right: Decades,Average,Yes,39,24,Low,Good
Snood,Low,Yes,24,12,Medium,Bad
The Sky Crawlers: Innocent Aces,Average,Yes,35,36,Medium,Good
Avatar: The Last Airbender - Into the Inferno,High,Yes,31,39,Low,Good
Fit in Six,Average,Yes,45,11,High,Good
Monster Jam: Urban Assault,High,No,26,40,Medium,Good
Ice Age: Dawn of the Dinosaurs,High,No,22,34,High,Good
DT Racer,High,No,31,28,Low,Good
SimAnimals Africa,High,No,34,11,Medium,Good
Deepak Chopra's Leela,High,Yes,35,19,High,Good
Twister Mania,Average,Yes,28,20,Medium,Good
World Cup Golf: Professional Edition,High,No,22,28,Low,Good
Black Dawn,Average,Yes,18,14,Low,Bad
Soccer Tsuku: Pro Soccer Club o Tsukurou!,Low,No,29,22,Low,Bad
428: Fuusa Sareta Shibuya de,High,No,13,22,High,Bad
Kelly Slater's Pro Surfer,Average,Yes,29,20,High,Good
Warriors of Might and Magic,Average,Yes,23,39,High,Good
Drome Racers,High,No,23,34,Medium,Good
X-Men: Next Dimension,Average,Yes,33,25,Medium,Good
Impossible Mission,High,No,40,29,Low,Good
NCIS,Average,No,12,33,Medium,Bad
Cabela's Dangerous Hunts 2011,Average,No,48,11,Low,Good
Garfield's Fun Fest,High,No,31,10,Low,Good
7th Dragon 2020-II,Average,No,41,16,Low,Good
Doukyuusei 2,High,No,16,18,Low,Bad
SkullMonkeys,Average,Yes,25,17,High,Good
Cloudy With a Chance of Meatballs,High,No,13,16,Low,Bad
Burnout,Average,Yes,19,11,High,Good
Zenses: Ocean,Low,No,13,29,High,Bad
Ben 10 Galactic Racing,Average,No,16,10,High,Bad
Teenage Mutant Ninja Turtles: Arcade Attack,High,No,36,16,Medium,Good
Baroque,Average,No,36,26,Medium,Good
Left Brain Right Brain 2,Average,No,31,24,Low,Good
Dynasty Warriors: Gundam Reborn,Low,No,26,31,Medium,Bad
Kidz Sports: Crazy Golf,High,Yes,48,33,Medium,Good
Little Battlers eXperience: Wars,Average,Yes,25,31,Low,Good
Victorious: Time to Shine,Average,No,35,22,Medium,Good
NBA Ballers: Phenom,Low,No,37,21,Medium,Bad
Aikatsu! 365 Idol Days,High,No,23,24,Low,Good
Petz Puppyz & Kittenz,Low,Yes,19,21,Medium,Bad
Crash Tag Team Racing,Low,No,43,25,Low,Bad
Freedom Fighters,Low,No,19,26,Low,Bad
The Stronghold Collection,High,No,32,21,High,Good
Operation Abyss: New Tokyo Legacy,High,No,14,10,Medium,Bad
Transformer: Rise of the Dark Spark,Average,No,20,38,High,Bad
Mega Man X Collection,Average,Yes,17,18,Medium,Bad
Detana TwinBee Yahho! Deluxe Pack,Average,No,33,23,Medium,Good
Dragon Ball: Origins,High,No,16,15,High,Bad
Last Ranker,High,No,19,32,High,Bad
Quantum Redshift,High,Yes,17,19,Low,Good
Smash Court Tennis Pro Tournament 2,Low,Yes,10,13,Low,Bad
Eat Lead: The Return of Matt Hazard,Average,No,38,32,High,Good
Battleborn,High,No,17,11,Medium,Bad
Legends of Wrestling II,Low,Yes,44,38,Low,Bad
Power Pro Kun Pocket 13,High,Yes,11,18,High,Good
Armed and Dangerous,Average,Yes,24,39,High,Good
Jurassic: The Hunted,High,Yes,23,17,High,Good
Adventures to Go!,High,No,28,17,Medium,Good
Conduit 2,Low,Yes,28,40,High,Bad
Supremacy MMA,High,No,31,25,Low,Good
World Soccer Winning Eleven 2002,High,No,29,20,High,Good
Geometry Wars: Galaxies,Average,No,17,14,High,Bad
Actua Tennis,High,No,24,36,High,Good
Horse Life,High,No,24,40,High,Good
Monster Truck Madness,Average,No,27,15,Low,Good
Sonic Jam,Average,No,40,28,Medium,Good
Puella Magi Madoka Magica Portable,Average,Yes,37,36,Low,Good
Ninja Reflex,High,Yes,24,19,High,Good
Peter Jacobsen's Golden Tee Golf,Average,Yes,21,39,Low,Good
Calling,High,Yes,44,35,High,Good
Marvel Avengers: Battle for Earth,Average,No,26,18,Low,Good
Disney's Atlantis: The Lost Empire,Average,Yes,11,40,Low,Bad
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,Average,No,27,16,Low,Good
Charm Girls Club: My Fashion Mall,High,No,20,21,Low,Bad
Where the Wild Things Are,Average,Yes,41,19,High,Good
High Velocity: Mountain Racing Challenge,High,Yes,50,11,High,Good
NHL 2K7,Low,No,18,13,Medium,Bad
Resident Evil,High,Yes,16,13,Medium,Good
Capcom vs. SNK 2: Millionaire Fighting 2001,Average,No,10,24,Low,Bad
Criticom,High,No,27,15,Low,Good
SCORE International Baja 1000: The Official Game,High,Yes,15,26,High,Good
Disney Sing It: Party Hits,High,Yes,48,37,High,Good
Sleeping Dogs,Average,No,41,30,High,Good
Mega Man X: Command Mission,High,No,29,32,Medium,Good
Diner Dash: Sizzle & Serve,High,No,44,40,High,Good
After Hours Athletes,Average,Yes,47,15,Low,Good
Lego Star Wars: The Force Awakens,Average,Yes,14,12,Medium,Bad
Worms 3D,Average,No,47,28,Medium,Good
Clock Tower: The First Fear,High,No,34,34,High,Good
Kidou Senshi Gundam Seed Battle Destiny,High,Yes,23,31,Medium,Good
Godzilla Unleashed: Double Smash,Low,No,41,23,Medium,Bad
Star Trek: Conquest,High,No,10,22,Medium,Bad
"Kilari: Na-san, Mon Meilleur Ami",Low,Yes,37,40,Medium,Bad
Strikers 1945,High,No,36,37,Medium,Good
Ochaken no Heya DS,Average,Yes,41,30,High,Good
Obscure: The Aftermath,High,No,28,40,High,Good
Galidor: Defenders of the Outer Dimension,Low,Yes,14,28,Medium,Bad
Tom Clancy's Splinter Cell Trilogy,High,No,15,37,Low,Bad
WRC: FIA World Rally Championship,Average,No,36,32,Low,Good
Fire ProWrestling S: 6Men Scramble,High,Yes,19,36,High,Good
Blackwater,High,No,21,14,Medium,Good
Pryzm Chapter One: The Dark Unicorn,Average,No,15,15,High,Bad
Gundam Battle Royale,High,No,43,29,High,Good
Solitaire & Mahjong,Average,No,14,39,High,Bad
Zen-Nippon Pro Wrestling: Ouja no Kon,High,No,38,18,High,Good
NASCAR 2005: Chase for the Cup,High,Yes,48,26,Low,Good
Homefront: The Revolution,High,Yes,27,15,Medium,Good
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",High,Yes,12,15,Medium,Good
Guilty Gear X,High,Yes,39,18,Low,Good
Deadliest Catch: Sea of Chaos,High,No,19,28,High,Bad
One Piece: Pirate Warriors 2,Low,No,37,38,Low,Bad
NHL 2002,Average,Yes,18,12,Low,Bad
Disney's PK: Out of the Shadows,High,No,44,19,High,Good
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,High,No,42,13,Low,Good
Karaoke Revolution,High,Yes,36,22,High,Good
Echo Night,High,Yes,36,11,High,Good
Are You Smarter than a 5th Grader? Game Time,High,Yes,42,38,Medium,Good
Rocket League,Average,No,19,21,High,Bad
Wild ARMs 5 (jp sales),High,Yes,17,11,Medium,Good
Tom Clancy's Splinter Cell: Blacklist,High,Yes,45,22,Medium,Good
Gladiator Begins,High,Yes,46,14,Medium,Good
Colony Wars III: Red Sun,High,Yes,50,26,High,Good
Magic: The Gathering - Battlemage,High,No,28,22,Medium,Good
The King of Fighters '94,Low,Yes,25,15,Medium,Bad
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,Low,No,49,39,Medium,Bad
Puzzle Quest 2,Low,Yes,26,18,Low,Bad
All Kamen Rider: Rider Generation,Average,Yes,41,36,Medium,Good
The King of Fighters '98 Ultimate Match,High,Yes,33,34,High,Good
Onechanbara: Bikini Zombie Slayers,High,Yes,36,23,Medium,Good
Puzzle Quest: Challenge of the Warlords,High,Yes,29,16,High,Good
Angry Birds Star Wars,High,Yes,13,18,Medium,Good
Guardian's Crusade,Average,No,18,34,Low,Bad
Undead Knights,Average,No,48,25,High,Good
Final Fantasy XIV: Heavensward,Average,Yes,29,22,Medium,Good
Lemony Snicket's A Series of Unfortunate Events,High,No,47,19,Low,Good
MotoGP 3 - Official Game of MotoGP,High,No,12,30,Low,Bad
Makai Kingdom: Chronicles of the Sacred Tome,Average,Yes,25,17,High,Good
The Ant Bully,High,Yes,16,31,Medium,Good
M&M's Kart Racing,High,Yes,37,14,Low,Good
Bomberman Party Edition,High,No,10,15,High,Bad
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Average,Yes,50,37,Low,Good
Dragon Ball Z: Battle of Z,High,Yes,46,33,Low,Good
Eyeshield 21: Max Devil Power,Average,Yes,45,28,Medium,Good
Summon Night 3,Average,Yes,21,19,High,Good
O.D.T.: Escape... Or Die Trying,High,Yes,26,20,Medium,Good
Madden NFL 06,High,Yes,38,12,Low,Good
Escape The Museum,Low,No,50,31,Medium,Bad
Fuse (Insomniac),High,Yes,26,10,High,Good
Record of Agarest War Zero,Average,No,39,38,High,Good
Lunar: Dragon Song,Average,Yes,40,29,High,Good
Break 'Em All,Low,No,39,17,Medium,Bad
WWE SmackDown vs Raw 2008,High,No,48,33,Low,Good
MotoGP 14,High,Yes,23,17,High,Good
Cars 2,High,Yes,37,32,Medium,Good
Major League Baseball 2K8 Fantasy All-Stars,Average,Yes,25,32,Medium,Good
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,Average,No,38,29,Low,Good
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,High,No,45,27,Medium,Good
San Goku Shi V,High,Yes,31,31,Medium,Good
Puzzle Kingdoms,Average,Yes,26,30,Low,Good
The Lord of the Rings: Aragorn's Quest,Average,No,17,32,High,Bad
WRC 5: FIA World Rally Championship,Average,Yes,47,33,Medium,Good
Red Faction II,High,No,15,38,Low,Bad
Daikaijyuu Monogatari II,Average,Yes,22,39,High,Good
Rock Band Track Pack Volume 2,High,No,34,14,Medium,Good
Voodoo Vince,Average,Yes,11,13,High,Bad
Bodycount,Average,No,47,10,Low,Good
Gundam Memories: Tatakai no Kioku,Average,Yes,41,38,High,Good
Megamind: Ultimate Showdown,Average,No,50,24,High,Good
Kaijuu Busters,Average,Yes,12,19,Low,Bad
Neopets Petpet Adventures: The Wand of Wishing,Low,No,35,36,High,Bad
Ferrari Challenge Trofeo Pirelli,High,Yes,41,25,Low,Good
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,Average,No,31,37,Medium,Good
Chase: Hollywood Stunt Driver,Average,No,44,36,Medium,Good
The X Files: Resist or Serve,Average,No,31,27,High,Good
Mobile Suit Gundam Side Story: Missing Link,Average,No,33,34,Low,Good
Saru! Get You! Million Monkeys,Average,Yes,47,28,Medium,Good
Curious George,High,No,38,21,High,Good
Crush3D,Low,Yes,33,22,Low,Bad
Zathura,High,Yes,17,22,Medium,Good
Lovely Lisa,Low,No,47,36,High,Bad
Medarot DS: Kabuto / Kuwagata Ver.,Average,No,21,23,Medium,Good
Mountain Sports,Average,Yes,45,15,High,Good
Tenchu: Shadow Assassins,Average,No,37,16,High,Good
NPPL: Championship Paintball 2009,Low,No,22,21,Low,Bad
Lost Planet 3,Average,Yes,31,27,Low,Good
Making History: The Great War,High,Yes,12,19,Low,Good
Shin Megami Tensei: Devil Survivor 2,High,Yes,39,11,High,Good
The God of War Trilogy,Average,No,36,39,High,Good
Dance Paradise,Average,Yes,45,33,Low,Good
Backyard Baseball '10,Average,No,22,27,High,Good
Blazblue: Continuum Shift Extend,Average,No,39,28,Medium,Good
Cel Damage,Average,No,48,12,Medium,Good
Go! Sudoku,Average,Yes,15,21,Low,Bad
Alice: Madness Returns,High,Yes,35,16,High,Good
SSX 3,High,Yes,49,38,Low,Good
My Chinese Coach,High,No,18,16,High,Bad
DiRT 2,Average,No,36,30,Medium,Good
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,High,Yes,23,12,Medium,Good
The King of Fighters Collection: The Orochi Saga,High,No,10,17,Low,Bad
Atelier Annie: Alchemists of Sera Island,Low,No,38,16,High,Bad
Breakdown,High,Yes,33,11,Medium,Good
Rush,High,No,27,24,High,Good
Ecco the Dolphin,High,No,17,31,Medium,Bad
The Legend of Heroes: Trails of Cold Steel II,High,Yes,44,35,Medium,Good
Looney Tunes: Sheep Raider,Average,No,21,32,Low,Good
Yard Sale Hidden Treasures: Sunnyville,High,No,50,19,High,Good
Harvest Moon 2 GBC,High,Yes,33,19,High,Good
Killer is Dead,Low,Yes,17,10,Low,Bad
Lost in Shadow,Low,No,13,40,Low,Bad
Cory in the House,Average,Yes,23,32,Medium,Good
X2: Wolverine's Revenge,High,No,25,17,Medium,Good
McDROID,Low,No,11,21,High,Bad
Gallop Racer 2000,High,No,32,24,Low,Good
Showdown: Legends of Wrestling,Low,No,25,26,Low,Bad
Macross Triangle Frontier,High,Yes,37,14,Medium,Good
Chessmaster: The Art of Learning,High,No,26,13,Medium,Good
Petz Fantasy: Moonlight Magic,Average,No,40,30,Medium,Good
Gundam Breaker 3,Average,No,24,20,Medium,Good
My Farm Around the World,Average,Yes,10,20,High,Bad
Fat Princess: Fistful of Cake,Average,No,34,39,Medium,Good
Zubo,High,Yes,24,10,Medium,Good
Street Hoops,Average,No,24,21,Medium,Good
NFL QB Club 2001,High,No,30,14,High,Good
Earthworm Jim 3D,High,Yes,43,26,High,Good
Rocket: Robot on Wheels,High,No,18,21,Medium,Bad
Densha De Go! 64,Average,No,19,33,Low,Bad
Godzilla: Destroy All Monsters Melee,Average,No,13,28,High,Bad
The Daring Game for Girls,High,Yes,38,23,Low,Good
Conception II: Children of the Seven Stars,High,Yes,19,24,Low,Good
Animal Genius,Average,Yes,48,24,High,Good
Sega Soccer Slam,Average,Yes,19,34,High,Bad
Zenses: Rainforest,High,No,13,37,High,Bad
Dora the Explorer: Dora Saves the Mermaids,High,Yes,42,24,Medium,Good
Grand Theft Auto: San Andreas,High,No,38,14,Medium,Good
Phantasy Star Universe,High,Yes,29,39,Medium,Good
Skate City Heroes,Average,Yes,22,25,Medium,Good
NASCAR Unleashed,High,No,42,33,High,Good
2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,High,Yes,26,37,Low,Good
College Hoops 2K6,High,No,34,37,Low,Good
Mytran Wars,Average,No,14,12,Low,Bad
MX vs. ATV Untamed,Low,Yes,10,14,High,Bad
Prince of Persia: Rival Swords,High,Yes,27,18,Low,Good
Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Average,No,25,14,High,Good
Gungnir: Mayari no Gunshin to Eiyuu Sensou,Average,Yes,34,20,Medium,Good
Dodge Racing: Charger vs Challenger,Average,No,27,21,Low,Good
Fate/Extra CCC,Average,No,19,16,High,Bad
Rocksmith,High,No,28,21,Low,Good
MTV Sports: Pure Ride,Low,No,31,23,High,Bad
Sonic Adventure 2,High,No,39,28,Medium,Good
Burning Road,High,Yes,17,22,Medium,Good
Slayers,Average,No,45,30,Low,Good
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,High,No,14,14,Medium,Bad
IndyCar Series,High,Yes,36,39,Medium,Good
Space Chimps,Low,No,47,10,Low,Bad
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,Average,Yes,45,19,High,Good
Famicom Mini: TwinBee,Average,No,50,37,High,Good
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,Average,No,26,18,Low,Good
Gladiator: Sword of Vengeance,High,No,45,32,Low,Good
nail'd,Low,No,39,28,Medium,Bad
PixelJunk Monsters Deluxe,High,No,34,34,High,Good
Tom Clancy's EndWar,Average,Yes,14,36,High,Good
Ultimate Card Games,High,No,37,35,High,Good
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,High,Yes,48,38,Medium,Good
Rubik's World,High,Yes,20,10,Low,Good
Lost Magic,Average,No,13,13,Low,Bad
Wallace & Gromit: Curse of the Were-Rabbit,High,Yes,16,22,High,Good
DreamWorks Super Star Kartz,Low,Yes,32,31,Medium,Bad
Minute to Win It,High,Yes,24,18,Medium,Good
The Bible Game,High,No,32,24,High,Good
NFL Head Coach,Low,Yes,48,14,Medium,Bad
Pinball Hall of Fame: The Williams Collection,High,Yes,26,37,Low,Good
Medarot 4: Kabuto / Kuwagata Version,High,Yes,40,37,Medium,Good
Backyard Sports Football: Rookie Rush,Average,No,50,12,Low,Good
Sacred 3,Average,Yes,15,23,Low,Bad
Major League Baseball 2K6,Low,Yes,44,38,High,Bad
Vacation Isle: Beach Party,Average,No,37,20,Medium,Good
Fit in Six,Low,Yes,39,30,High,Bad
Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,Average,Yes,18,26,Low,Bad
"Ed, Edd n Eddy: The Mis-Edventures",High,Yes,31,35,Medium,Good
Onimusha: Blade Warriors,High,Yes,17,30,Medium,Good
Tecmo Bowl: Kickoff,Average,Yes,28,32,Medium,Good
Disney's Extreme Skate Adventure,Average,No,26,24,Low,Good
Akuji the Heartless,Low,Yes,25,22,Low,Bad
NBA 2K2,High,No,32,32,Medium,Good
7 Days to Die,Average,No,11,20,High,Bad
Monster Jam: Path of Destruction,Average,Yes,42,20,Medium,Good
Everybody Dance,Average,No,15,40,Low,Bad
Psychonauts,Average,No,36,31,High,Good
Power Gig: Rise of the SixString,Low,Yes,28,40,High,Bad
Deus Ex: Human Revolution,Low,No,41,33,Low,Bad
Jeremy McGrath Supercross World,Low,No,23,28,Medium,Bad
Uta no * Prince-Sama: All Star,High,Yes,45,27,Low,Good
HardBall 5,Low,Yes,11,39,Medium,Bad
Airborne Troops: Countdown to D-Day,High,Yes,20,40,Medium,Good
MLB Inside Pitch 2003,Average,Yes,10,37,High,Bad
ArmA III,Average,Yes,50,25,High,Good
The Walking Dead: Season Two,High,Yes,35,12,Medium,Good
Marvel Trading Card Game,Average,Yes,22,33,Low,Good
One Piece: Super Grand Battle! X,Low,No,30,17,Low,Bad
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,High,No,32,33,Low,Good
Self-Defense Training Camp,High,Yes,44,39,Low,Good
Battles of Prince of Persia,Average,No,33,27,Medium,Good
